,word1,word2,label
89,великий,мудрить,0
90,добрый,добротный,1
91,типический,типичный,1
92,внеклассный,комфортный,0
93,пергаменный,упадочнический,0
94,живой,формант,0
95,игорный,гигиеничный,0
96,конфузливо,конфузно,1
97,сборочный,водный,0
98,затруднённый,распутница,0
99,яловочный,яловый,1
100,безликий,безличный,1
101,бур,бурав,1
102,встать,докучливый,0
103,иноверный,иноверческий,1
104,рисковый,посёлок,0
105,взыскательный,изысканный,1
106,чеканочный,описка,0
107,совестно,хлебопашенный,0
108,жестокий,жёсткий,1
109,дармоедный,дармоедский,1
110,могильник,могильщик,1
111,законодательный,законодательский,1
112,гагарий,гагаровый,1
113,представиться,преставиться,1
114,дефектный,дефективный,1
115,конфузно,прожигательный,0
116,шутливый,шуточный,1
117,приглядливый,приглядный,1
118,фантастический,фантастичный,1
119,вакхальный,вакханальный,1
120,толстеть,толстить,1
121,жавороночий,жавороночный,1
122,густеть,густить,1
123,классный,классовый,1
124,искательский,скотский,0
125,докучный,наличность,0
126,докучливый,докучный,1
127,анекдотический,сборочный,0
128,добрый,вороний,0
129,двойственный,бродячий,0
130,симптоматический,тематика,0
131,гидрат,осветлить,0
132,взрослеть,безыскусный,0
133,сметливый,сметный,1
134,нынче,полировочный,0
135,чубастый,чубатый,1
136,полемический,полемичный,1
137,пансионер,пенсионер,1
138,преставиться,тряхнуть,0
139,словарный,налагать,0
140,переродиться,переродниться,1
141,отчётный,всякий,0
142,Камчатский,однокоренной,0
143,Атлантида,Атлантика,1
144,простак,простец,1
145,полировочный,внеклассный,0
146,опасный,динамизм,0
147,опаршиветь,опаршивить,1
148,юмористичный,сладостно,0
149,сладко,сладостно,1
150,азарт,холодить,0
151,золотеть,золотить,1
152,одышка,отдышка,1
153,рожать,рождать,1
154,стеклеть,стеклить,1
155,автономия,автономность,1
156,обездушеть,обездушить,1
157,рисуночный,антипатичный,0
158,поглотить,проглотить,1
159,гнездо,гнездовье,1
160,мелодика,мелодия,1
161,явно,явственно,1
162,лирик,лирник,1
163,гласность,огласка,1
164,заблуждаться,досадливо,0
165,изучить,жавороночий,0
166,высветлить,грамматичный,0
167,стеклянный,стекольный,1
168,вдовий,изначально,0
169,атака,контратака,1
170,симпатичный,зимовник,0
171,вывёртываться,разночинный,0
172,схематический,схематичный,1
173,изобретательный,изобретательский,1
174,конфузливый,конфузный,1
175,истребительский,громовой,0
176,декларативный,декларационный,1
177,ломить,высший,0
178,обсудить,осудить,1
179,невежа,пометка,0
180,церковнический,церковничий,1
181,бабский,Антарктика,0
182,опытный,российский,0
183,встряхнуть,тряхнуть,1
184,довольствие,довольство,1
185,господний,господский,1
186,варочный,цельный,0
187,виновный,конфузный,0
188,отметка,сладостный,0
189,поспешливый,поспешный,1
190,грибковое,вдовий,0
191,педагогический,педагогичный,1
192,шнурок,порвать,0
193,поглотить,праздный,0
194,обезножеть,одеть,0
195,двинуть,сдвинуть,1
196,подбородник,подбородок,1
197,токсический,токсичный,1
198,переродниться,двойной,0
199,демократичность,демократия,1
200,хозяйственный,венец,0
201,архаический,вдовый,0
202,фланелевый,вообще,0
203,архаический,дедовский,0
204,варенный,варёный,1
205,вырастить,производственный,0
206,практический,практичный,1
207,экономический,ограниченность,0
208,собственный,отряхнуть,0
209,вариант,инвариант,1
210,войти,взойти,1
211,различать,отличать,1
212,героический,умный,0
213,леденеть,леденить,1
214,братний,дивизион,0
215,отдышка,непонятный,0
216,иронический,ироничный,1
217,широкий,гидрант,0
218,тяготеть,тяготить,1
219,взрослеть,черкеска,0
220,широкий,широтный,1
221,антипатический,чудацкий,0
222,грецкий,греческий,1
223,идиотический,идиотичный,1
224,нестерпимо,нетерпимо,1
225,квадрат,примотать,0
226,бобёр,бобр,1
227,могучий,чародейный,0
228,грибное,грибковое,1
229,восприемник,гармонический,0
230,автономия,ароматичный,0
231,безответный,безответственный,1
232,ловчий,потребительный,0
233,наличность,иструхляветь,0
234,венерический,венерологический,1
235,российский,экологичный,0
236,белить,однообразие,0
237,покупательный,личный,0
238,оклик,отклик,1
239,оттирать,враждебный,0
240,хозяйский,хозяйственный,1
241,невиновный,незаметный,0
242,сапожничий,политический,0
243,искусный,иждивенчество,0
244,перепоночный,кулачный,0
245,неграмотный,рогастый,0
246,динамизм,динамика,1
247,выписать,подписать,1
248,хваткий,хватский,1
249,проделка,выгодность,0
250,породить,породнить,1
251,российский,признательный,0
252,подвижнический,поворотливый,0
253,решительность,седельчатый,0
254,коричный,оглупеть,0
255,одиночный,пластичный,0
256,обезножить,полемический,0
257,глинистый,глиняный,1
258,статический,статичный,1
259,поручительный,поручительский,1
260,акуловый,почтительный,0
261,исторический,историчный,1
262,подвижнический,шершаветь,0
263,талан,талант,1
264,дворовый,придворный,1
265,вдовий,артистичный,0
266,живой,животный,1
267,кормильщица,комитент,0
268,Антарктика,Арктика,1
269,существо,сущность,1
270,собирательный,собирательский,1
271,черкеска,черкешенка,1
272,усастый,черствить,0
273,бабий,фантастичный,0
274,дуреть,дурить,1
275,гашенный,понимание,0
276,гневливый,метафизичный,0
277,чеканный,чеканочный,1
278,вороний,вороновый,1
279,сводный,сводчатый,1
280,исток,источник,1
281,лирик,благодарный,0
282,расточительный,расточительский,1
283,грецкий,оттирать,0
284,ныне,ближний,0
285,инородный,инородческий,1
286,барский,грибное,0
287,блудить,блуждать,1
288,булавочный,булавчатый,1
289,видение,знамение,0
290,демонстративный,демонстрационный,1
291,искусный,искусственный,1
292,инвариант,вороний,0
293,хищнический,хищный,1
294,гигиенический,кормильщица,0
295,грибное,братский,0
296,шествовать,шефствовать,1
297,седельный,седельчатый,1
298,раскольнический,тяжко,0
299,изыскательный,изыскательский,1
300,выгода,выгодность,1
301,приглядливый,артельский,0
302,доверчивый,доверительный,1
303,ритмичный,пополнить,0
304,глубинный,глубокий,1
305,мужицкий,мужичий,1
306,затруднённый,затруднительный,1
307,двигатель,опаршиветь,0
308,изнашиваемость,изношенность,1
309,взрослеть,взрослить,1
310,антагонистический,антагонистичный,1
311,личностный,одинокий,0
312,невиновный,обезножеть,0
313,обвинительный,обвинительский,1
314,словесный,досадно,0
315,сценичный,удачливо,0
316,разночинский,огласка,0
317,терпимость,терпеливость,1
318,адресат,расточительский,0
319,крёстный,могущественный,0
320,взаимопонимание,понимание,1
321,крокодиловый,исходный,0
322,ритмический,ритмичный,1
323,микроскопический,микроскопичный,1
324,останки,остатки,1
325,добычливый,нестерпимо,0
326,мастистый,маститый,1
327,хвостистский,хвостистый,1
328,стяжательный,стяжательский,1
329,информация,дефектный,0
330,производный,производственный,1
331,поверка,проверка,1
332,холодеть,холодить,1
333,авантюрист,экономный,0
334,чубатый,типический,0
335,информативный,информационный,1
336,самодурский,одеть,0
337,вороний,возбуждать,0
338,продуктивный,продуктовый,1
339,преставиться,демонтаж,0
340,малопонятливый,малопонятный,1
341,циничный,на дыбы,0
342,разночинный,разночинский,1
343,представиться,сравнимый,0
344,системный,систематический,1
345,вера,конный,0
346,борзой,борзый,1
347,приметать,взыскательный,0
348,предоставление,системный,0
349,холодильник,холодильщик,1
350,обеднеть,обеднить,1
351,жизненный,житейский,1
352,бабий,бабский,1
353,технический,варение,0
354,источник,порумянеть,0
355,озлеть,артельный,0
356,добровольный,добровольческий,1
357,безделица,бездельница,1
358,желанный,желательный,1
359,безвинный,невинный,1
360,темь,тень,1
361,удачливо,удачно,1
362,аккордовый,анархичный,0
363,сладостно,тактический,0
364,докучливо,докучно,1
365,опечатки,отпечатки,1
366,остеклеть,остеклить,1
367,одышка,поиски,0
368,исток,волосистый,0
369,обессилеть,обессилить,1
370,переливочный,переливчатый,1
371,артельный,артельский,1
372,дипломатика,дипломатия,1
373,дармоедский,стрелец,0
374,единовременный,видение,0
375,декларативный,двоичный,0
376,стрелок,подживлять,0
377,демократичный,зимовник,0
378,игорный,столовый,0
379,керосинный,керосиновый,1
380,симпатический,симпатичный,1
381,горделивый,гордый,1
382,заводской,керосиновый,0
383,декорационный,живучий,0
384,шляпный,шляпочный,1
385,логический,логичный,1
386,эфемерный,эфирный,1
387,злобный,зловещий,1
388,шершаветь,шершавить,1
389,предоставить,ярый,0
390,элегический,элегичный,1
391,травматологический,подбородник,0
392,обсудить,гашенный,0
393,автобиографический,автобиографичный,1
394,метафизичный,опытнический,0
395,цвета,цветы,1
396,игорный,воспитательский,0
397,драматический,драматичный,1
398,нынче,зубовой,0
399,маститый,стеклеть,0
400,сытный,досадливый,0
401,бережность,историчный,0
402,дипломатический,дипломатичный,1
403,фантастический,глубокий,0
404,комический,черепаховый,0
405,военный,мудреть,0
406,скарпель,клеёночный,0
407,звучный,звуковой,1
408,азарт,желтить,0
409,юмореска,пристойно,0
410,кожный,игристый,0
411,единоверный,единоверческий,1
412,приглядливый,звуковой,0
413,понедельничный,понедельный,1
414,обвязать,обязать,1
415,отличие,эстетический,0
416,обезлошадеть,обезлошадить,1
417,разодеть,наследство,0
418,врыть,конский,0
419,основание,действие,0
420,невежда,подрядческий,0
421,чародейный,вакхальный,0
422,дипломатический,доверительность,0
423,удвоенный,варочный,0
424,монистический,продуктивный,0
425,экранизировать,фланельный,0
426,невежа,невежда,1
427,простецкий,одновременный,0
428,элегический,блестеть,0
429,наблюдательный,наблюдательский,1
430,Арктика,раковый,0
431,аргонавт,астронавт,1
432,единовременный,вешалка,0
433,добавка,надбавка,1
434,коричневый,дар,0
435,одеть,надеть,1
436,естественность,естество,1
437,производство,производительность,1
438,скрытый,эффектность,0
439,сталагмит,сталактит,1
440,упадочный,выбор,0
441,унизительный,безделица,0
442,дар,дарственная,1
443,разный,различный,1
444,обезножеть,рыболовецкий,0
445,добавка,опечатать,0
446,анекдотичный,шлифовальщик,0
447,поэтичный,сценичный,0
448,фееричный,обрывчатый,0
449,здравица,чубастый,0
450,ответный,ответственный,1
451,поиски,происки,1
452,увёртываться,гадательный,0
453,воскрешать,сыскать,0
454,премьерный,премьерский,1
455,контратака,избирательский,0
456,городничий,городовой,1
457,абстракция,затруднённый,0
458,деспотизм,деспотия,1
459,мудрить,сущность,0
460,возмутительный,возмущённый,1
461,ванная,пергаментный,0
462,мороженый,морозный,1
463,обезводеть,обезводить,1
464,антипатический,антипатичный,1
465,грозовой,временный,0
466,приметать,выгодность,0
467,кокетка,кокотка,1
468,фазаний,фазановый,1
469,авантюрин,сценичный,0
470,кардинальный,кардинальский,1
471,благодарственный,явный,0
472,стихотворческий,живой,0
473,нафталан,нафталин,1
474,безумие,безумство,1
475,акуловый,охватить,0
476,заводной,внеклассовый,0
477,остепенеть,остепенить,1
478,просительный,осветлитель,0
479,перегородочный,перегородчатый,1
480,праздный,собирательный,0
481,водяной,широтный,0
482,зубастый,оживать,0
483,двуручный,подбор,0
484,гневливый,гневный,1
485,доверие,доверительность,1
486,неврастенический,стрелок,0
487,отходчивый,опасно,0
488,барский,барственный,1
489,земляной,земной,1
490,формат,формант,1
491,иструхляветь,иструхлявить,1
492,воскресение,воскресенье,1
493,вольный,старательный,0
494,охладеть,охладить,1
495,черви,червы,1
496,допущение,кокотка,0
497,зеленить,прозаический,0
498,патриотический,искусственно,0
499,аллегорический,аллегоричный,1
500,тупеть,тупить,1
501,праздничный,выучить,0
502,игральный,темь,0
503,главный,заживлять,0
504,феерический,фееричный,1
505,незаметный,озлеть,0
506,удачливый,встряхнуть,0
507,крокодилий,крокодиловый,1
508,истребительский,Антарктика,0
509,юродивый,юродливый,1
510,высокий,концепция,0
511,сценический,приветственный,0
512,дождевой,дождливый,1
513,искательный,искательский,1
514,антрацитный,лакировочный,0
515,малоудачный,зубной,0
516,акселерат,акселератор,1
517,комфортабельный,сладостно,0
518,однообразие,конъюнктура,0
519,вожделенный,вожделеющий,1
520,главный,заглавный,1
521,защитный,защитительный,1
522,бесчувственность,бесчувствие,1
523,ненавистнический,ненавистный,1
524,контратака,ветровой,0
525,временник,рисковый,0
526,понятливый,понятный,1
527,дипломант,дипломат,1
528,благоустроенность,благоустройство,1
529,энциклопедический,энциклопедичный,1
530,нынче,индейский,0
531,остервенеть,остервенить,1
532,нарастить,золотить,0
533,постель,пластичный,0
534,игральный,игорный,1
535,обсудить,ближний,0
536,группа,группировка,1
537,удачный,конфузный,0
538,врыть,цветастый,0
539,маститый,удачно,0
540,вафельница,вафельщица,1
541,светить,обезводеть,0
542,выжидательный,выжидающий,1
543,благоустроенность,восход,0
544,зубастый,обездушеть,0
545,каннибал,крючкотворский,0
546,целый,цельный,1
547,однорукий,одноручный,1
548,будничный,увёртываться,0
549,окаменеть,окаменить,1
550,рыбак,рыболов,1
551,блистать,блестеть,1
552,беглец,беженец,1
553,двойственный,двоякий,1
554,перетерпеть,бедняга,0
555,акционерный,акционерский,1
556,коричный,надувательский,0
557,анархический,анархичный,1
558,Антарктика,выбор,0
559,беззаконие,однокоренной,0
560,яблочный,яблоневый,1
561,фантазирование,жилищный,0
562,командировочный,бедняга,0
563,метафизический,метафизичный,1
564,красочный,крашеный,1
565,цветы,игольчатый,0
566,зло,злостно,1
567,обвинительный,игорный,0
568,активировать,активизировать,1
569,произвольный,веселеть,0
570,рожать,одновременный,0
571,одинокий,одиночный,1
572,дидактический,дидактичный,1
573,фактический,фактичный,1
574,неоглядный,полнеть,0
575,рогастый,рогатый,1
576,дивизион,дивизия,1
577,истеричный,усвоить,0
578,оцепенить,деспотия,0
579,лесистый,гадальный,0
580,гордыня,гордость,1
581,ритмичный,ошейник,0
582,ординарный,ординарческий,1
583,палаточный,отклоняться,0
584,заводной,заводской,1
585,аристократический,аристократичный,1
586,единственный,единый,1
587,певческий,певчий,1
588,длинный,длительный,1
589,эффективность,эффектность,1
590,спасательный,спасительный,1
591,сопротивление,сопротивляемость,1
592,помета,пометка,1
593,самодурный,настоятельский,0
594,живучий,спасительный,0
595,бывалый,дипломатичный,0
596,человеческий,человечный,1
597,Атлантика,желтеть,0
598,ябедливый,ябедный,1
599,весёлый,увеселительный,1
600,ввалить,взвалить,1
601,двуручный,двурушный,1
602,собирательский,отирать,0
603,приметный,всход,0
604,складской,нафталин,0
605,столовский,грецкий,0
606,схоластический,схоластичный,1
607,наполнить,пополнить,1
608,газовик,экономика,0
609,поверка,политичный,0
610,потребительный,классный,0
611,отборный,отборочный,1
612,будний,будничный,1
613,встать,стать,1
614,восполнить,заполнить,1
615,коптеть,коптить,1
616,враждебный,вражеский,1
617,снискать,дельный,0
618,зерновой,разночинский,0
619,эстетный,эстетский,1
620,сметливый,камчатный,0
621,упадочнический,упадочный,1
622,вдох,вздох,1
623,парламентский,героический,0
624,демократический,демократичный,1
625,бунтарь,бунтовщик,1
626,обезрыбеть,обезрыбить,1
627,прозаический,прозаичный,1
628,доходчивый,статический,0
629,добровольный,дифференцированный,0
630,основание,отличать,0
631,азарт,азартность,1
632,черепаховый,черепаший,1
633,настоятельный,настоятельский,1
634,фазаний,основание,0
635,раковый,обжорливый,0
636,последовать,проследовать,1
637,раздражение,раздражительность,1
638,ванна,ванная,1
639,обезножеть,обезножить,1
640,черкеска,орлиный,0
641,абстрактность,абстракция,1
642,старательный,старательский,1
643,подголовок,преобразовательский,0
644,увеселительный,обездушеть,0
645,держать,содержать,1
646,неприметливый,ящур,0
647,произвольный,опасно,0
648,вегетативный,хвостистский,0
649,переливчатый,увеселительный,0
650,телевизионник,телевизионщик,1
651,венерический,озолотеть,0
652,художественный,художнический,1
653,добавить,прибавить,1
654,каннибал,Ганнибал,1
655,сборочный,сборчатый,1
656,дружеский,дружественный,1
657,высокий,высотный,1
658,завидливый,остеклить,0
659,покорливый,пергаментный,0
660,грубеть,грубить,1
661,приобретательный,хлебопашеский,0
662,абонемент,абонент,1
663,маститый,содержать,0
664,вышний,Камчатский,0
665,заживлять,церковничий,0
666,барственный,раздражительность,0
667,аллегри,аллегро,1
668,корневой,сатиричный,0
669,пропавший,пропащий,1
670,веселеть,веселить,1
671,безграничный,неограниченный,1
672,беззаконие,беззаконность,1
673,пластичный,фланелевый,0
674,червиветь,червить,1
675,вегетативный,реалистичный,0
676,воскресать,воскрешать,1
677,негласный,мистичный,0
678,мелодия,грозный,0
679,индейский,индийский,1
680,единообразие,однообразие,1
681,зубастый,зубатый,1
682,особый,чародейский,0
683,добровольческий,малоудачливый,0
684,двигатель,движитель,1
685,чиновничий,сводчатый,0
686,нафталан,строительский,0
687,ледовый,ледяной,1
688,разливчатый,фабрикат,0
689,сборчатый,отрывок,0
690,кабинетный,кабинетский,1
691,автобиографический,рыбак,0
692,дипломатический,луковичный,0
693,неприглядный,непроглядный,1
694,пенсионер,сеточный,0
695,авантюрин,авантюрист,1
696,полис,полюс,1
697,игривый,игристый,1
698,обоснование,основание,1
699,ненаглядный,неоглядный,1
700,ковкий,ковочный,1
701,неограниченный,женственный,0
702,просёлок,породнить,0
703,личный,личностный,1
704,переливчатый,обязать,0
705,динамичный,признанный,0
706,вакансия,вакация,1
707,юмористичный,Ганнибал,0
708,комфортный,комфортабельный,1
709,героический,столярский,0
710,проповеднический,проповедничий,1
711,достоинство,достояние,1
712,холодить,экономия,0
713,мелкотравный,тягостно,0
714,мелкотравный,виновный,0
715,зачинатель,пристойно,0
716,купальник,купальщик,1
717,сапожничий,сапожный,1
718,абонемент,авантюрин,0
719,зрительный,зрительский,1
720,осиротеть,исходящий,0
721,днище,дно,1
722,воспитательный,воспитательский,1
723,собственнический,собственный,1
724,отговорка,грубить,0
725,отходный,антипатический,0
726,духовность,душевность,1
727,съёмный,съёмочный,1
728,масленый,масличный,1
729,восход,всход,1
730,величие,величина,1
731,бур,конный,0
732,трубочный,внеклассовый,0
733,каннибал,затруднённый,0
734,фантазирование,заботливый,0
735,жалостливый,жалостный,1
736,живой,обезглаветь,0
737,гнилостный,вдовый,0
738,зубной,зубовой,1
739,флегматический,флегматичный,1
740,отходный,отходчивый,1
741,систематический,булавчатый,0
742,изучить,акуловый,0
743,отдельный,отдельский,1
744,термальный,термический,1
745,подголовник,подголовок,1
746,цветовой,домоправление,0
747,сытный,сытый,1
748,крючкотворный,яблочный,0
749,временной,временный,1
750,приобретательный,приобретательский,1
751,удвоенный,корневой,0
752,проделка,доверчивый,0
753,простацкий,простецкий,1
754,претерпеть,перетерпеть,1
755,коптеть,самодурный,0
756,подхалимский,непонятливо,0
757,исходный,наличие,0
758,скотный,благотворительный,0
759,осиротить,сборочный,0
760,дарёный,даровой,1
761,заблудиться,оплатить,0
762,неорганический,авторитарный,0
763,наличие,наличность,1
764,вдеть,вздеть,1
765,яростный,ярый,1
766,домовой,домовый,1
767,фиеста,синеть,0
768,рисковый,оцепенить,0
769,цветастый,цинический,0
770,дифференциальный,дифференцированный,1
771,настоятельский,отчётный,0
772,распутица,распутница,1
773,темнеть,темнить,1
774,певчий,атака,0
775,мистический,мистичный,1
776,ювелирный,благодарственный,0
777,доминантовый,обезденежеть,0
778,напоминание,упоминание,1
779,стихотворный,эффективный,0
780,абонемент,школьнический,0
781,бедняга,бедняк,1
782,удалой,удальской,1
783,обрывок,воскрешать,0
784,клеёночный,клеёнчатый,1
785,историчный,мудрить,0
786,духовой,перепоночный,0
787,ящер,ящур,1
788,подрядный,подрядческий,1
789,экскаватор,гагаровый,0
790,бедный,отпечатки,0
791,фантазёрство,подрядческий,0
792,огородить,оградить,1
793,усвоить,освоить,1
794,фантазёрство,фантазирование,1
795,технологический,технологичный,1
796,огласка,борзой,0
797,травматический,врыть,0
798,гармония,дисгармония,1
799,чудацкий,чудаческий,1
800,школьнический,школьный,1
801,человеческий,волнующий,0
802,осветлитель,искусно,0
803,гордость,величина,0
804,духовой,орлиный,0
805,действенный,действительный,1
806,днище,порумянить,0
807,разборчивый,аллегри,0
808,повиниться,провиниться,1
809,вассальный,вассальский,1
810,гармонический,гармоничный,1
811,обрывочный,обрывчатый,1
812,наследный,наследственный,1
813,рисуночный,подвижнический,0
814,вспоминать,болотистый,0
815,циклический,рисунчатый,0
816,симптоматический,симптоматичный,1
817,лавочнический,обрывочный,0
818,соляровый,иноверный,0
819,фазановый,рыболов,0
820,цепенеть,венерологический,0
821,пластиночный,пластинчатый,1
822,покорный,защитный,0
823,гостиничный,гостинный,1
824,запасливый,тяжкий,0
825,кардинальский,рисуночный,0
826,академический,академичный,1
827,сметливый,связываться,0
828,белеть,белить,1
829,проделка,подделка,1
830,искусственный,отпечатки,0
831,зернистый,зерновой,1
832,заботный,фантазирование,0
833,вскрытие,раскрытие,1
834,злостный,ординарческий,0
835,симптоматичный,перегородочный,0
836,системный,приютный,0
837,пергаменный,пергаментный,1
838,наследие,солярный,0
839,взвалить,особенный,0
840,экранизировать,экранировать,1
841,обезземелить,пропавший,0
842,псарный,псарский,1
843,кормилица,усвоить,0
844,ближний,двурушный,0
845,нитчатый,заплатить,0
846,коренной,корневой,1
847,драматический,простак,0
848,акселерат,болотный,0
849,поступок,проступок,1
850,мелодраматический,мелодраматичный,1
851,обжорливый,обезножить,0
852,опечатать,отпечатать,1
853,вспоминать,поминать,1
854,сладкий,сладостный,1
855,комитент,комитет,1
856,кабинетный,раскольнический,0
857,водный,водяной,1
858,интернет,подхалимский,0
859,диалект,диалектизм,1
860,головешки,происки,0
861,дудочный,артельный,0
862,автоматичный,натуралистичный,0
863,рыбий,рыбный,1
864,формат,остервенить,0
865,элитный,широкий,0
866,приметливый,приметный,1
867,докучливый,тяготеть,0
868,безыскусственный,незаметный,0
869,солярный,соляровый,1
870,рыболовецкий,рыболовный,1
871,бунтарь,абстракция,0
872,героический,геройский,1
873,приютный,приютский,1
874,атавистический,окаменеть,0
875,эффективный,эффектный,1
876,гнутый,романтичный,0
877,будничный,вожделенный,0
878,совестно,телевизионник,0
879,популярный,популистский,1
880,разборчивый,советник,0
881,приветный,приветственный,1
882,крестный,крёстный,1
883,орлиный,дифференциальный,0
884,зеленеть,зеленить,1
885,пьянеть,пьянить,1
886,осуждение,обсуждение,1
887,горячий,демонтаж,0
888,живительный,деловитый,0
889,раздеть,бедственный,0
890,доминантный,доминантовый,1
891,владеть,обладать,1
892,непонятливый,непонятный,1
893,инородный,гармонический,0
894,иголочный,игольчатый,1
895,клёв,клюв,1
896,удальской,довольство,0
897,переродниться,памятный,0
898,нарастить,скрытый,0
899,циклический,цикличный,1
900,вечерня,вечеря,1
901,взбитый,аргонавт,0
902,стрелочный,горло,0
903,рисуночный,полнеть,0
904,чернеть,чернить,1
905,советник,советчик,1
906,стяжательский,конный,0
907,садовнический,командировочный,0
908,гуманный,гуманистический,1
909,столовский,дивизия,0
910,покупательский,производственный,0
911,автоматический,автоматичный,1
912,критический,критичный,1
913,молодеть,молодить,1
914,посёлок,просёлок,1
915,приобретательский,овчарка,0
916,графический,графичный,1
917,головешки,молодить,0
918,нафталан,признанный,0
919,теоретический,теоретичный,1
920,ароматический,ароматичный,1
921,легальный,легитимный,1
922,мудреть,мудрить,1
923,реалистический,реалистичный,1
924,одинокий,подписать,0
925,органический,техничный,0
926,годовалый,годовой,1
927,отрешение,демонстрационный,0
928,истребительный,гуманный,0
929,цепенеть,цепенить,1
930,демонтаж,монтаж,1
931,исходный,совестливо,0
932,мифический,мифичный,1
933,пионерный,пионерский,1
934,иждивенство,иждивенчество,1
935,высший,вышний,1
936,романтичный,плавки,0
937,воинствующий,одеть,0
938,опытнический,опытный,1
939,белеть,шлифовальщик,0
940,тесёмочный,тесёмчатый,1
941,личностный,монтаж,0
942,цинический,циничный,1
943,редеть,оцепенить,0
944,взрыть,врыть,1
945,разместить,поместить,1
946,проблематичный,оболванеть,0
947,юмористический,юмористичный,1
948,каннибал,рисковой,0
949,вначале,изначально,1
950,игристый,меланхолический,0
951,черстветь,черствить,1
952,мелодраматичный,непроницательный,0
953,завидливый,завидный,1
954,штатский,идиотичный,0
955,злой,злостный,1
956,неизмеримый,несоизмеримый,1
957,сломанный,сломленный,1
958,нафталин,экономичный,0
959,фактический,гордыня,0
960,аритмичный,дружеский,0
961,обезлюдеть,обезлюдить,1
962,гордыня,шляпный,0
963,глиняный,дельфиновый,0
964,осветить,осветлить,1
965,оппортунистичный,лирик,0
966,хлебопашенный,хлебопашеский,1
967,неорганический,неорганичный,1
968,интранет,интернет,1
969,здравица,здравница,1
970,искусно,искусственно,1
971,вспыльчивость,пылкость,1
972,аргонавт,бурав,0
973,зубной,памятный,0
974,отгрызаться,художественный,0
975,системный,сладостный,0
976,светлить,грозовой,0
977,разный,цвета,0
978,мелкотравный,мелкотравчатый,1
979,живучий,живительный,1
980,обстоятельственный,шлифовальщик,0
981,обидный,обидчивый,1
982,жавороночный,симптоматический,0
983,информация,информированность,1
984,выдача,подача,1
985,однокоренной,однокорневой,1
986,скобочный,скобчатый,1
987,порвать,прервать,1
988,светить,светлить,1
989,фанатический,фанатичный,1
990,неудачливый,неудачный,1
991,зубастый,сборчатый,0
992,регенерация,монтаж,0
993,оппортунистичный,дидактический,0
994,действие,действо,1
995,экономичный,технический,0
996,скальпель,скарпель,1
997,цветовой,блудить,0
998,фантастический,гуманность,0
999,орлёный,орлиный,1
1000,подживать,продуктовый,0
1001,гнилостный,Ганнибал,0
1002,деквалификация,дисквалификация,1
1003,догматический,догматичный,1
1004,вера,доверие,1
1005,вздох,двойняшки,0
1006,взвесить,свесить,1
1007,монистический,монистичный,1
1008,рыбий,формант,0
1009,гласность,постричь,0
1010,избирательный,избирательский,1
1011,экономский,гарантийный,0
1012,слоновый,осуждение,0
